Year,Region,Country Name,Income Group,Cost - Men (% of income per capita),Cost - Men (% of income per capita) - Score,Cost - Women (% of income per capita),Cost - Women (% of income per capita) - Score,Procedures required - Men (number),Procedures required - Men (number) - Score,Procedures required - Women (number),Procedures required - Women (number) - Score,Time - Men (days),Time - Men (days) - Score,Time - Women (days),Time - Women (days)- Score,Cost (Average) - Score,Procedures required (Average) - Score,Time (Average) - Score,Cost (Average),Procedures required (Average),Time (Average)
2012,Middle East & North Africa,Yemen,Low income,83.8,58.08417,83.8,58.08417,6.0,70.58824,7.0,64.70588,12.0,88.44221,13.0,87.43719,58.08417,67.64706,87.9397,83.8,6.5,12.5
2012,North America,Canada,High income,0.4,99.78624,0.4,99.78624,2.0,94.11765,2.0,94.11765,5.5,94.97487,5.5,94.97487,99.78624,94.11765,94.97487,0.4,2.0,5.5
2012,North America,United States,High income,,,,,,,,,,,,,,,,,,
2012,South Asia,Afghanistan,Low income,25.8,87.11124,25.8,87.11124,5.0,76.47059,6.0,70.58824,9.0,91.45729,10.0,90.45226,87.11124,73.529415,90.954775,25.8,5.5,9.5
2012,South Asia,Bangladesh,Lower middle income,,,,,,,,,,,,,,,,,,
2012,South Asia,Bhutan,Lower middle income,6.1,96.95562,6.1,96.95562,8.0,58.82353,8.0,58.82353,35.0,65.32663,35.0,65.32663,96.95562,58.82353,65.32663,6.1,8.0,35.0
2012,South Asia,India,Lower middle income,,,,,,,,,,,,,,,,,,
2012,South Asia,Sri Lanka,Upper middle income,30.1,84.96073,30.1,84.96073,9.0,52.94118,9.0,52.94118,35.0,65.32663,35.0,65.32663,84.96073,52.94118,65.32663,30.1,9.0,35.0
2012,South Asia,Maldives,Upper middle income,8.9,95.53104,8.9,95.53104,6.0,70.58824,6.0,70.58824,12.0,88.44221,12.0,88.44221,95.53104,70.58824,88.44221,8.9,6.0,12.0
2012,South Asia,Nepal,Low income,37.4,81.31398,37.4,81.31398,7.0,64.70588,7.0,64.70588,29.0,71.35678,29.0,71.35678,81.31398,64.70588,71.35678,37.4,7.0,29.0
2012,South Asia,Pakistan,Lower middle income,,,,,,,,,,,,,,,,,,
2012,Sub-Saharan Africa,Angola,Lower middle income,163.1,18.42507,163.1,18.42507,8.0,58.82353,8.0,58.82353,66.0,34.17085,66.0,34.17085,18.42507,58.82353,34.17085,163.1,8.0,66.0
2012,Sub-Saharan Africa,Burundi,Low income,116.8,41.61711,116.8,41.61711,8.0,58.82353,8.0,58.82353,13.0,87.43719,13.0,87.43719,41.61711,58.82353,87.43719,116.8,8.0,13.0
2012,Sub-Saharan Africa,Benin,Low income,149.9,25.07451,149.9,25.03746,9.0,52.94118,10.0,47.05882,32.0,68.34171,33.0,67.33668,25.055985,50.0,67.839195,149.9,9.5,32.5
2012,Sub-Saharan Africa,Burkina Faso,Low income,47.7,76.13493,47.7,76.13493,3.0,88.23529,3.0,88.23529,13.0,87.43719,13.0,87.43719,76.13493,88.23529,87.43719,47.7,3.0,13.0
2012,Sub-Saharan Africa,Botswana,Upper middle income,1.1,99.45314,1.1,99.45314,9.0,52.94118,9.0,52.94118,40.0,60.30151,40.0,60.30151,99.45314,52.94118,60.30151,1.1,9.0,40.0
2012,Sub-Saharan Africa,Central African Republic,Low income,156.5,21.75643,156.5,21.75643,8.0,58.82353,8.0,58.82353,22.0,78.39196,22.0,78.39196,21.75643,58.82353,78.39196,156.5,8.0,22.0
2012,Sub-Saharan Africa,Côte d'Ivoire,Lower middle income,132.6,33.69454,132.6,33.69454,10.0,47.05882,10.0,47.05882,32.0,68.34171,32.0,68.34171,33.69454,47.05882,68.34171,132.6,10.0,32.0
2012,Sub-Saharan Africa,Cameroon,Lower middle income,40.2,79.92428,40.6,79.70894,6.0,70.58824,7.0,64.70588,16.0,84.42211,17.0,83.41709,79.81661,67.64706,83.9196,40.400000000000006,6.5,16.5
2012,Sub-Saharan Africa,Dem. Rep. Congo,Low income,551.4,0.0,551.4,0.0,10.0,47.05882,11.0,41.17647,65.0,35.17588,66.0,34.17085,0.0,44.117644999999996,34.673365000000004,551.4,10.5,65.5
2012,Sub-Saharan Africa,Congo,Lower middle income,85.2,57.39683,85.2,57.39683,11.0,41.17647,12.0,35.29412,158.0,0.0,159.0,0.0,57.39683,38.235295,0.0,85.2,11.5,158.5
2012,Sub-Saharan Africa,Comoros,Lower middle income,138.0,31.02025,138.0,31.02025,10.0,47.05882,10.0,47.05882,22.0,78.39196,22.0,78.39196,31.02025,47.05882,78.39196,138.0,10.0,22.0
2012,Sub-Saharan Africa,Cabo Verde,Lower middle income,17.0,91.49956,17.0,91.49956,9.0,52.94118,9.0,52.94118,18.0,82.41206,18.0,82.41206,91.49956,52.94118,82.41206,17.0,9.0,18.0
2012,Sub-Saharan Africa,Eritrea,Low income,62.6,68.68815,62.6,68.68815,13.0,29.41176,13.0,29.41176,84.0,16.0804,84.0,16.0804,68.68815,29.41176,16.0804,62.6,13.0,84.0
2012,Sub-Saharan Africa,Ethiopia,Low income,189.1,5.45816,189.1,5.45816,13.0,29.41176,13.0,29.41176,40.0,60.30151,40.0,60.30151,5.45816,29.41176,60.30151,189.1,13.0,40.0
2012,Sub-Saharan Africa,Gabon,Upper middle income,17.3,91.36945,17.3,91.36945,10.0,47.05882,10.0,47.05882,54.0,46.23116,54.0,46.23116,91.36945,47.05882,46.23116,17.3,10.0,54.0
2012,Sub-Saharan Africa,Ghana,Lower middle income,26.4,86.80891,26.4,86.80891,7.0,64.70588,7.0,64.70588,11.0,89.44724,11.0,89.44724,86.80891,64.70588,89.44724,26.4,7.0,11.0
2012,Sub-Saharan Africa,Guinea,Low income,118.0,41.01639,118.0,41.01639,12.0,35.29412,12.0,35.29412,40.0,60.30151,40.0,60.30151,41.01639,35.29412,60.30151,118.0,12.0,40.0
2012,Sub-Saharan Africa,The Gambia,Low income,206.1,0.0,206.1,0.0,8.0,58.82353,8.0,58.82353,27.0,73.36683,27.0,73.36683,0.0,58.82353,73.36683,206.1,8.0,27.0
2012,Sub-Saharan Africa,Guinea-Bissau,Low income,102.0,49.01391,102.0,49.01391,8.0,58.82353,9.0,52.94118,8.0,92.46231,9.0,91.45729,49.01391,55.882355000000004,91.9598,102.0,8.5,8.5
2012,Sub-Saharan Africa,Equatorial Guinea,Upper middle income,99.1,50.47094,99.1,50.47094,18.0,0.0,18.0,0.0,150.0,0.0,150.0,0.0,50.47094,0.0,0.0,99.1,18.0,150.0
2012,Sub-Saharan Africa,Kenya,Lower middle income,53.5,73.26606,53.5,73.26606,14.0,23.52941,14.0,23.52941,35.0,65.32663,35.0,65.32663,73.26606,23.52941,65.32663,53.5,14.0,35.0
2012,Sub-Saharan Africa,Liberia,Low income,68.4,65.78772,68.4,65.78772,5.0,76.47059,5.0,76.47059,7.0,93.46734,7.0,93.46734,65.78772,76.47059,93.46734,68.4,5.0,7.0
2012,Sub-Saharan Africa,Lesotho,Lower middle income,24.9,87.54641,24.9,87.54641,7.0,64.70588,7.0,64.70588,39.0,61.30653,39.0,61.30653,87.54641,64.70588,61.30653,24.9,7.0,39.0
2012,Sub-Saharan Africa,Madagascar,Low income,49.4,75.29337,49.4,75.29337,9.0,52.94118,9.0,52.94118,12.0,88.44221,12.0,88.44221,75.29337,52.94118,88.44221,49.4,9.0,12.0
2012,Sub-Saharan Africa,Mali,Low income,90.5,54.76241,90.5,54.76241,4.0,82.35294,4.0,82.35294,8.0,92.46231,8.0,92.46231,54.76241,82.35294,92.46231,90.5,4.0,8.0
2012,Sub-Saharan Africa,Mozambique,Low income,48.3,75.8558,48.3,75.8558,10.0,47.05882,10.0,47.05882,21.0,79.39698,21.0,79.39698,75.8558,47.05882,79.39698,48.3,10.0,21.0
2012,Sub-Saharan Africa,Mauritania,Lower middle income,48.3,75.84477,48.3,75.84477,9.0,52.94118,9.0,52.94118,19.0,81.40704,19.0,81.40704,75.84477,52.94118,81.40704,48.3,9.0,19.0
2012,Sub-Saharan Africa,Mauritius,Upper middle income,3.6,98.22239,3.6,98.21824,5.0,76.47059,6.0,70.58824,6.0,94.47236,7.0,93.46734,98.220315,73.529415,93.96985,3.6,5.5,6.5
2012,Sub-Saharan Africa,Malawi,Low income,90.9,54.5707,90.9,54.5707,10.0,47.05882,10.0,47.05882,36.0,64.32161,36.0,64.32161,54.5707,47.05882,64.32161,90.9,10.0,36.0
2012,Sub-Saharan Africa,Namibia,Upper middle income,17.2,91.40053,17.2,91.40053,10.0,47.05882,10.0,47.05882,66.0,34.17085,66.0,34.17085,91.40053,47.05882,34.17085,17.2,10.0,66.0
2012,Sub-Saharan Africa,Niger,Low income,114.4,42.79446,114.4,42.79446,10.0,47.05882,10.0,47.05882,18.0,82.41206,18.0,82.41206,42.79446,47.05882,82.41206,114.4,10.0,18.0
2012,Sub-Saharan Africa,Nigeria,Lower middle income,,,,,,,,,,,,,,,,,,
2012,Sub-Saharan Africa,Rwanda,Low income,4.7,97.63193,4.7,97.63193,6.0,70.58824,6.0,70.58824,7.0,93.46734,7.0,93.46734,97.63193,70.58824,93.46734,4.7,6.0,7.0
2012,Sub-Saharan Africa,Sudan,Lower middle income,44.2,77.87895,44.2,77.87895,10.0,47.05882,11.0,41.17647,36.0,64.32161,37.0,63.31658,77.87895,44.117644999999996,63.819095000000004,44.2,10.5,36.5
2012,Sub-Saharan Africa,Senegal,Lower middle income,68.0,66.00527,68.0,66.00527,4.0,82.35294,4.0,82.35294,6.0,94.47236,6.0,94.47236,66.00527,82.35294,94.47236,68.0,4.0,6.0
2012,Sub-Saharan Africa,Sierra Leone,Low income,93.3,53.33556,93.3,53.33556,6.0,70.58824,6.0,70.58824,12.0,88.44221,12.0,88.44221,53.33556,70.58824,88.44221,93.3,6.0,12.0
2012,Sub-Saharan Africa,Somalia,Low income,,,,,,,,,,,,,,,,,,
2012,Sub-Saharan Africa,South Sudan,Low income,,,,,,,,,,,,,,,,,,
2012,Sub-Saharan Africa,São Tomé and Principe,Lower middle income,23.1,88.43696,23.1,88.43696,7.0,64.70588,7.0,64.70588,11.0,89.44724,11.0,89.44724,88.43696,64.70588,89.44724,23.1,7.0,11.0
2012,Sub-Saharan Africa,Eswatini,Lower middle income,29.2,85.39665,29.2,85.39665,12.0,35.29412,12.0,35.29412,56.0,44.22111,56.0,44.22111,85.39665,35.29412,44.22111,29.2,12.0,56.0
2012,Sub-Saharan Africa,Seychelles,High income,15.4,92.31921,15.4,92.31921,10.0,47.05882,10.0,47.05882,33.0,67.33668,33.0,67.33668,92.31921,47.05882,67.33668,15.4,10.0,33.0
2012,Sub-Saharan Africa,Chad,Low income,208.5,0.0,208.5,0.0,11.0,41.17647,11.0,41.17647,53.0,47.23618,53.0,47.23618,0.0,41.17647,47.23618,208.5,11.0,53.0
2012,Sub-Saharan Africa,Togo,Low income,177.2,11.37611,177.2,11.37611,7.0,64.70588,7.0,64.70588,84.0,16.0804,84.0,16.0804,11.37611,64.70588,16.0804,177.2,7.0,84.0
2012,Sub-Saharan Africa,Tanzania,Low income,94.7,52.62718,94.7,52.62718,12.0,35.29412,12.0,35.29412,31.0,69.34673,31.0,69.34673,52.62718,35.29412,69.34673,94.7,12.0,31.0
2012,Sub-Saharan Africa,Uganda,Low income,84.5,57.7395,84.5,57.7395,14.0,23.52941,14.0,23.52941,26.0,74.37186,26.0,74.37186,57.7395,23.52941,74.37186,84.5,14.0,26.0
2012,Sub-Saharan Africa,South Africa,Upper middle income,0.3,99.83249,0.3,99.83249,6.0,70.58824,6.0,70.58824,45.0,55.27638,45.0,55.27638,99.83249,70.58824,55.27638,0.3,6.0,45.0
2012,Sub-Saharan Africa,Zambia,Lower middle income,26.9,86.55735,26.9,86.55735,7.0,64.70588,7.0,64.70588,19.0,81.40704,19.0,81.40704,86.55735,64.70588,81.40704,26.9,7.0,19.0
2012,Sub-Saharan Africa,Zimbabwe,Lower middle income,156.5,21.74374,156.5,21.74374,10.0,47.05882,10.0,47.05882,87.0,13.06533,87.0,13.06533,21.74374,47.05882,13.06533,156.5,10.0,87.0
2013,East Asia & Pacific,Australia,High income,0.7,99.66422,0.7,99.66422,3.0,88.23529,3.0,88.23529,2.5,97.98995,2.5,97.98995,99.66422,88.23529,97.98995,0.7,3.0,2.5
2013,East Asia & Pacific,Brunei,High income,10.7,94.64513,10.7,94.64513,18.0,0.0,19.0,0.0,104.0,0.0,105.0,0.0,94.64513,0.0,0.0,10.7,18.5,104.5
2013,East Asia & Pacific,China,Upper middle income,,,,,,,,,,,,,,,,,,
2013,East Asia & Pacific,Fiji,Upper middle income,24.0,88.00316,24.0,88.00316,11.0,41.17647,11.0,41.17647,58.0,42.21106,58.0,42.21106,88.00316,41.17647,42.21106,24.0,11.0,58.0
2013,East Asia & Pacific,Micronesia,Lower middle income,139.8,30.10098,139.8,30.10098,7.0,64.70588,7.0,64.70588,16.0,84.42211,16.0,84.42211,30.10098,64.70588,84.42211,139.8,7.0,16.0
2013,East Asia & Pacific,"Hong Kong SAR, China",High income,1.9,99.06827,1.9,99.06827,3.0,88.23529,3.0,88.23529,2.5,97.98995,2.5,97.98995,99.06827,88.23529,97.98995,1.9,3.0,2.5
2013,East Asia & Pacific,Indonesia,Lower middle income,,,,,,,,,,,,,,,,,,
2013,East Asia & Pacific,Japan,High income,,,,,,,,,,,,,,,,,,
2013,East Asia & Pacific,Cambodia,Lower middle income,77.7,61.15865,77.7,61.15865,11.0,41.17647,11.0,41.17647,102.0,0.0,102.0,0.0,61.15865,41.17647,0.0,77.7,11.0,102.0
2013,East Asia & Pacific,Kiribati,Lower middle income,46.6,76.71387,46.6,76.71387,7.0,64.70588,7.0,64.70588,31.0,69.34673,31.0,69.34673,76.71387,64.70588,69.34673,46.6,7.0,31.0
2013,East Asia & Pacific,Korea,High income,14.6,92.71572,14.6,92.71572,4.0,82.35294,4.0,82.35294,8.0,92.46231,8.0,92.46231,92.71572,82.35294,92.46231,14.6,4.0,8.0
2013,East Asia & Pacific,Lao PDR,Lower middle income,10.1,94.93906,10.1,94.93906,9.0,52.94118,9.0,52.94118,88.0,12.0603,88.0,12.0603,94.93906,52.94118,12.0603,10.1,9.0,88.0
2013,East Asia & Pacific,Marshall Islands,Upper middle income,13.5,93.25281,13.5,93.25281,5.0,76.47059,5.0,76.47059,17.0,83.41709,17.0,83.41709,93.25281,76.47059,83.41709,13.5,5.0,17.0
2013,East Asia & Pacific,Myanmar,Lower middle income,157.7,21.14256,157.7,21.14256,15.0,17.64706,15.0,17.64706,77.0,23.11558,77.0,23.11558,21.14256,17.64706,23.11558,157.7,15.0,77.0
2013,East Asia & Pacific,Mongolia,Lower middle income,2.4,98.79385,2.4,98.79385,8.0,58.82353,8.0,58.82353,16.0,84.42211,16.0,84.42211,98.79385,58.82353,84.42211,2.4,8.0,16.0
2013,East Asia & Pacific,Malaysia,Upper middle income,15.1,92.44037,15.1,92.44037,6.0,70.58824,7.0,64.70588,9.0,91.45729,10.0,90.45226,92.44037,67.64706,90.954775,15.1,6.5,9.5
2013,East Asia & Pacific,New Zealand,High income,0.4,99.82347,0.4,99.82347,1.0,100.0,1.0,100.0,0.5,100.0,0.5,100.0,99.82347,100.0,100.0,0.4,1.0,0.5
2013,East Asia & Pacific,Philippines,Lower middle income,25.6,87.21837,25.6,87.21837,17.0,5.88235,17.0,5.88235,28.0,72.36181,28.0,72.36181,87.21837,5.88235,72.36181,25.6,17.0,28.0
2013,East Asia & Pacific,Palau,High income,5.2,97.38442,5.2,97.38442,8.0,58.82353,8.0,58.82353,28.0,72.36181,28.0,72.36181,97.38442,58.82353,72.36181,5.2,8.0,28.0
2013,East Asia & Pacific,Papua New Guinea,Lower middle income,20.7,89.63957,20.7,89.63957,6.0,70.58824,6.0,70.58824,52.0,48.24121,52.0,48.24121,89.63957,70.58824,48.24121,20.7,6.0,52.0
2013,East Asia & Pacific,Singapore,High income,0.6,99.68795,0.6,99.68795,3.0,88.23529,3.0,88.23529,2.5,97.98995,2.5,97.98995,99.68795,88.23529,97.98995,0.6,3.0,2.5
2013,East Asia & Pacific,Solomon Islands,Lower middle income,47.9,76.02969,47.9,76.02969,7.0,64.70588,7.0,64.70588,7.0,93.46734,7.0,93.46734,76.02969,64.70588,93.46734,47.9,7.0,7.0
2013,East Asia & Pacific,Thailand,Upper middle income,6.7,96.62513,6.7,96.62513,7.0,64.70588,7.0,64.70588,31.0,69.34673,31.0,69.34673,96.62513,64.70588,69.34673,6.7,7.0,31.0
2013,East Asia & Pacific,Timor-Leste,Lower middle income,2.9,98.54411,2.9,98.54411,8.0,58.82353,8.0,58.82353,94.0,6.03015,94.0,6.03015,98.54411,58.82353,6.03015,2.9,8.0,94.0
2013,East Asia & Pacific,Tonga,Upper middle income,8.0,96.00196,8.0,96.00196,4.0,82.35294,4.0,82.35294,16.0,84.42211,16.0,84.42211,96.00196,82.35294,84.42211,8.0,4.0,16.0
2013,East Asia & Pacific,"Taiwan, China",High income,2.3,98.82644,2.3,98.82644,3.0,88.23529,3.0,88.23529,10.0,90.45226,10.0,90.45226,98.82644,88.23529,90.45226,2.3,3.0,10.0
2013,East Asia & Pacific,Vietnam,Lower middle income,8.8,95.58203,8.8,95.58203,9.0,52.94118,9.0,52.94118,32.0,68.34171,32.0,68.34171,95.58203,52.94118,68.34171,8.8,9.0,32.0
2013,East Asia & Pacific,Vanuatu,Lower middle income,47.2,76.39814,47.2,76.39814,8.0,58.82353,8.0,58.82353,33.0,67.33668,33.0,67.33668,76.39814,58.82353,67.33668,47.2,8.0,33.0
2013,East Asia & Pacific,Samoa,Upper middle income,9.5,95.26793,9.5,95.26793,4.0,82.35294,4.0,82.35294,9.0,91.45729,9.0,91.45729,95.26793,82.35294,91.45729,9.5,4.0,9.0
2013,Europe & Central Asia,Albania,Upper middle income,22.4,88.81428,22.4,88.81428,5.0,76.47059,5.0,76.47059,5.0,95.47739,5.0,95.47739,88.81428,76.47059,95.47739,22.4,5.0,5.0
2013,Europe & Central Asia,Armenia,Upper middle income,2.5,98.74905,2.5,98.74905,4.0,82.35294,4.0,82.35294,8.0,92.46231,8.0,92.46231,98.74905,82.35294,92.46231,2.5,4.0,8.0
2013,Europe & Central Asia,Austria,High income,4.9,97.54645,4.9,97.54645,8.0,58.82353,8.0,58.82353,25.0,75.37688,25.0,75.37688,97.54645,58.82353,75.37688,4.9,8.0,25.0
2013,Europe & Central Asia,Azerbaijan,Upper middle income,2.3,98.83651,2.3,98.83651,6.0,70.58824,6.0,70.58824,8.0,92.46231,8.0,92.46231,98.83651,70.58824,92.46231,2.3,6.0,8.0
2013,Europe & Central Asia,Belgium,High income,5.3,97.34616,5.3,97.34616,5.0,76.47059,5.0,76.47059,4.5,95.9799,4.5,95.9799,97.34616,76.47059,95.9799,5.3,5.0,4.5
2013,Europe & Central Asia,Bulgaria,Upper middle income,1.9,99.06658,1.9,99.06658,7.0,64.70588,7.0,64.70588,25.0,75.37688,25.0,75.37688,99.06658,64.70588,75.37688,1.9,7.0,25.0
2013,Europe & Central Asia,Bosnia and Herzegovina,Upper middle income,25.6,87.17543,25.6,87.17543,13.0,29.41176,13.0,29.41176,82.0,18.09045,82.0,18.09045,87.17543,29.41176,18.09045,25.6,13.0,82.0
2013,Europe & Central Asia,Belarus,Upper middle income,2.5,98.75054,2.5,98.75054,7.0,64.70588,7.0,64.70588,13.0,87.43719,13.0,87.43719,98.75054,64.70588,87.43719,2.5,7.0,13.0
2013,Europe & Central Asia,Switzerland,High income,2.3,98.8354,2.3,98.8354,6.0,70.58824,6.0,70.58824,18.0,82.41206,18.0,82.41206,98.8354,70.58824,82.41206,2.3,6.0,18.0
2013,Europe & Central Asia,Cyprus,High income,12.4,93.81033,12.4,93.81033,6.0,70.58824,6.0,70.58824,8.0,92.46231,8.0,92.46231,93.81033,70.58824,92.46231,12.4,6.0,8.0
2013,Europe & Central Asia,Czech Republic,High income,8.1,95.94388,8.1,95.94388,8.0,58.82353,8.0,58.82353,30.5,69.84925,30.5,69.84925,95.94388,58.82353,69.84925,8.1,8.0,30.5
2013,Europe & Central Asia,Germany,High income,4.9,97.56578,4.9,97.56578,9.0,52.94118,9.0,52.94118,14.5,85.92965,14.5,85.92965,97.56578,52.94118,85.92965,4.9,9.0,14.5
2013,Europe & Central Asia,Denmark,High income,0.2,99.89873,0.2,99.89873,5.0,76.47059,5.0,76.47059,6.0,94.47236,6.0,94.47236,99.89873,76.47059,94.47236,0.2,5.0,6.0
2013,Europe & Central Asia,Spain,High income,5.0,97.4981,5.0,97.4981,11.0,41.17647,11.0,41.17647,30.0,70.35176,30.0,70.35176,97.4981,41.17647,70.35176,5.0,11.0,30.0
2013,Europe & Central Asia,Estonia,High income,1.6,99.1812,1.6,99.1812,5.0,76.47059,5.0,76.47059,6.5,93.96985,6.5,93.96985,99.1812,76.47059,93.96985,1.6,5.0,6.5
2013,Europe & Central Asia,Finland,High income,0.9,99.54106,0.9,99.54106,3.0,88.23529,3.0,88.23529,17.0,83.41709,17.0,83.41709,99.54106,88.23529,83.41709,0.9,3.0,17.0
2013,Europe & Central Asia,France,High income,0.9,99.53123,0.9,99.53123,5.0,76.47059,5.0,76.47059,6.5,93.96985,6.5,93.96985,99.53123,76.47059,93.96985,0.9,5.0,6.5
2013,Europe & Central Asia,United Kingdom,High income,0.7,99.66146,0.7,99.66146,6.0,70.58824,6.0,70.58824,11.5,88.94472,11.5,88.94472,99.66146,70.58824,88.94472,0.7,6.0,11.5
2013,Europe & Central Asia,Georgia,Upper middle income,4.1,97.95437,4.1,97.95437,2.0,94.11765,2.0,94.11765,2.0,98.49246,2.0,98.49246,97.95437,94.11765,98.49246,4.1,2.0,2.0
2013,Europe & Central Asia,Greece,High income,20.5,89.7461,20.5,89.7461,11.0,41.17647,11.0,41.17647,11.0,89.44724,11.0,89.44724,89.7461,41.17647,89.44724,20.5,11.0,11.0
2013,Europe & Central Asia,Croatia,High income,7.1,96.45613,7.1,96.45613,8.0,58.82353,8.0,58.82353,22.5,77.88945,22.5,77.88945,96.45613,58.82353,77.88945,7.1,8.0,22.5
2013,Europe & Central Asia,Hungary,High income,8.9,95.56213,8.9,95.56213,6.0,70.58824,6.0,70.58824,7.0,93.46734,7.0,93.46734,95.56213,70.58824,93.46734,8.9,6.0,7.0
2013,Europe & Central Asia,Ireland,High income,0.3,99.85607,0.3,99.85607,4.0,82.35294,4.0,82.35294,16.0,84.42211,16.0,84.42211,99.85607,82.35294,84.42211,0.3,4.0,16.0
2013,Europe & Central Asia,Iceland,High income,3.0,98.50228,3.0,98.50228,5.0,76.47059,5.0,76.47059,4.5,95.9799,4.5,95.9799,98.50228,76.47059,95.9799,3.0,5.0,4.5
2013,Europe & Central Asia,Italy,High income,16.7,91.64729,16.7,91.64729,8.0,58.82353,8.0,58.82353,12.5,87.9397,12.5,87.9397,91.64729,58.82353,87.9397,16.7,8.0,12.5
2013,Europe & Central Asia,Kazakhstan,Upper middle income,0.7,99.67115,0.7,99.67115,7.0,64.70588,7.0,64.70588,25.0,75.37688,25.0,75.37688,99.67115,64.70588,75.37688,0.7,7.0,25.0
2013,Europe & Central Asia,Kyrgyz Republic,Lower middle income,2.8,98.57565,2.8,98.57565,4.0,82.35294,4.0,82.35294,14.0,86.43216,14.0,86.43216,98.57565,82.35294,86.43216,2.8,4.0,14.0
2013,Europe & Central Asia,Liechtenstein,High income,,,,,,,,,,,,,,,,,,
2013,Europe & Central Asia,Lithuania,High income,1.1,99.4715,1.1,99.4715,7.0,64.70588,7.0,64.70588,19.5,80.90452,19.5,80.90452,99.4715,64.70588,80.90452,1.1,7.0,19.5
2013,Europe & Central Asia,Luxembourg,High income,1.9,99.06689,1.9,99.06689,5.0,76.47059,5.0,76.47059,16.5,83.9196,16.5,83.9196,99.06689,76.47059,83.9196,1.9,5.0,16.5
2013,Europe & Central Asia,Latvia,High income,2.3,98.85592,2.3,98.85592,4.0,82.35294,4.0,82.35294,15.5,84.92462,15.5,84.92462,98.85592,82.35294,84.92462,2.3,4.0,15.5
2013,Europe & Central Asia,Moldova,Lower middle income,5.7,97.14433,5.7,97.14433,8.0,58.82353,8.0,58.82353,9.0,91.45729,9.0,91.45729,97.14433,58.82353,91.45729,5.7,8.0,9.0
2013,Europe & Central Asia,North Macedonia,Upper middle income,1.7,99.13894,1.7,99.13894,5.0,76.47059,5.0,76.47059,15.0,85.42714,15.0,85.42714,99.13894,76.47059,85.42714,1.7,5.0,15.0
2013,Europe & Central Asia,Montenegro,Upper middle income,1.7,99.12861,1.7,99.12861,8.0,58.82353,8.0,58.82353,12.0,88.44221,12.0,88.44221,99.12861,58.82353,88.44221,1.7,8.0,12.0
2013,Europe & Central Asia,Netherlands,High income,5.1,97.43289,5.1,97.43289,5.0,76.47059,5.0,76.47059,5.0,95.47739,5.0,95.47739,97.43289,76.47059,95.47739,5.1,5.0,5.0
2013,Europe & Central Asia,Norway,High income,1.7,99.16637,1.7,99.16637,5.0,76.47059,5.0,76.47059,6.0,94.47236,6.0,94.47236,99.16637,76.47059,94.47236,1.7,5.0,6.0
2013,Europe & Central Asia,Poland,High income,13.2,93.41012,13.2,93.41012,7.0,64.70588,7.0,64.70588,39.0,61.30653,39.0,61.30653,93.41012,64.70588,61.30653,13.2,7.0,39.0
2013,Europe & Central Asia,Portugal,High income,2.3,98.83899,2.3,98.83899,6.0,70.58824,6.0,70.58824,7.0,93.46734,7.0,93.46734,98.83899,70.58824,93.46734,2.3,6.0,7.0
2013,Europe & Central Asia,Romania,Upper middle income,2.9,98.55896,2.9,98.55896,7.0,64.70588,7.0,64.70588,8.0,92.46231,8.0,92.46231,98.55896,64.70588,92.46231,2.9,7.0,8.0
2013,Europe & Central Asia,Russia,Upper middle income,,,,,,,,,,,,,,,,,,
2013,Europe & Central Asia,San Marino,High income,8.2,95.92479,8.2,95.92479,9.0,52.94118,9.0,52.94118,41.0,59.29648,41.0,59.29648,95.92479,52.94118,59.29648,8.2,9.0,41.0
2013,Europe & Central Asia,Serbia,Upper middle income,7.7,96.1653,7.7,96.1653,6.0,70.58824,6.0,70.58824,12.0,88.44221,12.0,88.44221,96.1653,70.58824,88.44221,7.7,6.0,12.0
2013,Europe & Central Asia,Slovak Republic,High income,1.8,99.10523,1.8,99.10523,8.0,58.82353,8.0,58.82353,28.5,71.8593,28.5,71.8593,99.10523,58.82353,71.8593,1.8,8.0,28.5
2013,Europe & Central Asia,Slovenia,High income,0.0,100.0,0.0,100.0,2.0,94.11765,2.0,94.11765,6.0,94.47236,6.0,94.47236,100.0,94.11765,94.47236,0.0,2.0,6.0
2013,Europe & Central Asia,Sweden,High income,0.6,99.70864,0.6,99.70864,3.0,88.23529,3.0,88.23529,16.0,84.42211,16.0,84.42211,99.70864,88.23529,84.42211,0.6,3.0,16.0
2013,Europe & Central Asia,Tajikistan,Low income,27.1,86.47197,27.1,86.47197,5.0,76.47059,5.0,76.47059,13.0,87.43719,13.0,87.43719,86.47197,76.47059,87.43719,27.1,5.0,13.0
2013,Europe & Central Asia,Turkey,Upper middle income,17.6,91.192,17.6,91.192,10.0,47.05882,10.0,47.05882,10.5,89.94975,10.5,89.94975,91.192,47.05882,89.94975,17.6,10.0,10.5
2013,Europe & Central Asia,Ukraine,Lower middle income,2.2,98.88278,2.2,98.88278,8.0,58.82353,8.0,58.82353,23.0,77.38693,23.0,77.38693,98.88278,58.82353,77.38693,2.2,8.0,23.0
2013,Europe & Central Asia,Uzbekistan,Lower middle income,3.8,98.11204,3.8,98.11204,8.0,58.82353,8.0,58.82353,11.0,89.44724,11.0,89.44724,98.11204,58.82353,89.44724,3.8,8.0,11.0
2013,Europe & Central Asia,Kosovo,Upper middle income,23.0,88.51059,23.0,88.51059,8.0,58.82353,8.0,58.82353,51.0,49.24623,51.0,49.24623,88.51059,58.82353,49.24623,23.0,8.0,51.0
