,Country Name,Country Code,Indicator Name,Urban Area Name,Urban Code,Indicator Code,2020
446,Haiti,HTI,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,3.01508
447,Haiti,HTI,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,35.29412
448,Haiti,HTI,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,10.15764
449,Haiti,HTI,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,35.29412
450,Honduras,HND,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,58.29146
451,Honduras,HND,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,85.97257
452,Honduras,HND,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,85.97257
453,Honduras,HND,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,41.17647
454,Honduras,HND,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,41.17647
455,Honduras,HND,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,58.29146
456,"Hong Kong SAR, China",HKG,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,98.99497
457,"Hong Kong SAR, China",HKG,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,98.99497
458,"Hong Kong SAR, China",HKG,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,94.11765
459,"Hong Kong SAR, China",HKG,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,94.11765
460,"Hong Kong SAR, China",HKG,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.75428
461,"Hong Kong SAR, China",HKG,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.75428
462,Hungary,HUN,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,97.7664
463,Hungary,HUN,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,97.7664
464,Hungary,HUN,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,70.58824
465,Hungary,HUN,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,93.46734
466,Hungary,HUN,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,93.46734
467,Hungary,HUN,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,70.58824
468,Iceland,ISL,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.03251
469,Iceland,ISL,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,76.47059
470,Iceland,ISL,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,76.47059
471,Iceland,ISL,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,88.94472
472,Iceland,ISL,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,88.94472
473,Iceland,ISL,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.03251
474,India,IND,Starting a business: Procedures required - Women (number) - Score,Delhi,DEL,IC.REG.PROC.FE.NO.DFRN,47.05882
475,India,IND,Starting a business: Procedures required - Men (number) - Score,Delhi,DEL,IC.REG.PROC.MA.NO.DFRN,47.05882
476,India,IND,Starting a business: Time - Men (days) - Score,Delhi,DEL,IC.REG.DURS.MA.DY.DFRN,83.41709
477,India,IND,Starting a business: Cost - Women (% of income per capita) - Score,Delhi,DEL,IC.REG.COST.PC.FE.ZS.DRFN,97.35447
478,India,IND,Starting a business: Cost - Men (% of income per capita) - Score,Delhi,DEL,IC.REG.COST.PC.MA.ZS.DFRN,97.35447
479,India,IND,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,47.05882
480,India,IND,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,47.05882
481,India,IND,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,96.40198
482,India,IND,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,96.40198
483,India,IND,Starting a business: Time - Women (days)- Score,Delhi,DEL,IC.REG.DURS.FE.DY.DRFN,83.41709
484,India,IND,Starting a business: Time - Women (days)- Score,Mumbai,MUM,IC.REG.DURS.FE.DY.DRFN,82.41206
485,India,IND,Starting a business: Time - Men (days) - Score,Mumbai,MUM,IC.REG.DURS.MA.DY.DFRN,82.41206
486,India,IND,Starting a business: Procedures required - Women (number) - Score,Mumbai,MUM,IC.REG.PROC.FE.NO.DFRN,47.05882
487,India,IND,Starting a business: Procedures required - Men (number) - Score,Mumbai,MUM,IC.REG.PROC.MA.NO.DFRN,47.05882
488,India,IND,Starting a business: Cost - Women (% of income per capita) - Score,Mumbai,MUM,IC.REG.COST.PC.FE.ZS.DRFN,95.32789
489,India,IND,Starting a business: Cost - Men (% of income per capita) - Score,Mumbai,MUM,IC.REG.COST.PC.MA.ZS.DFRN,95.32789
490,India,IND,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,82.94472
491,India,IND,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,82.94472
492,Indonesia,IDN,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,39.88235
493,Indonesia,IDN,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,39.88235
494,Indonesia,IDN,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,87.79899
495,Indonesia,IDN,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,87.79899
496,Indonesia,IDN,Starting a business: Procedures required - Men (number) - Score,Jakarta,JAK,IC.REG.PROC.MA.NO.DFRN,41.17647
497,Indonesia,IDN,Starting a business: Time - Men (days) - Score,Jakarta,JAK,IC.REG.DURS.MA.DY.DFRN,90.45226
498,Indonesia,IDN,Starting a business: Cost - Women (% of income per capita) - Score,Jakarta,JAK,IC.REG.COST.PC.FE.ZS.DRFN,97.15456
499,Indonesia,IDN,Starting a business: Cost - Men (% of income per capita) - Score,Jakarta,JAK,IC.REG.COST.PC.MA.ZS.DFRN,97.15456
500,Indonesia,IDN,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,97.15456
501,Indonesia,IDN,Starting a business: Time - Women (days)- Score,Jakarta,JAK,IC.REG.DURS.FE.DY.DRFN,90.45226
502,Indonesia,IDN,Starting a business: Cost - Men (% of income per capita) - Score,Surabaya,SUR,IC.REG.COST.PC.MA.ZS.DFRN,97.15456
503,Indonesia,IDN,Starting a business: Cost - Women (% of income per capita) - Score,Surabaya,SUR,IC.REG.COST.PC.FE.ZS.DRFN,97.15456
504,Indonesia,IDN,Starting a business: Procedures required - Women (number) - Score,Jakarta,JAK,IC.REG.PROC.FE.NO.DFRN,41.17647
505,Indonesia,IDN,Starting a business: Procedures required - Men (number) - Score,Surabaya,SUR,IC.REG.PROC.MA.NO.DFRN,35.29412
506,Indonesia,IDN,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,97.15456
507,Indonesia,IDN,Starting a business: Time - Men (days) - Score,Surabaya,SUR,IC.REG.DURS.MA.DY.DFRN,78.39196
508,Indonesia,IDN,Starting a business: Procedures required - Women (number) - Score,Surabaya,SUR,IC.REG.PROC.FE.NO.DFRN,35.29412
509,Indonesia,IDN,Starting a business: Time - Women (days)- Score,Surabaya,SUR,IC.REG.DURS.FE.DY.DRFN,78.39196
510,Iran,IRN,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,27.13568
511,Iran,IRN,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,28.1407
512,Iran,IRN,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,47.05882
513,Iran,IRN,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,41.17647
514,Iran,IRN,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.46189
515,Iran,IRN,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.46189
516,Iraq,IRQ,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,73.36683
517,Iraq,IRQ,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,74.37186
518,Iraq,IRQ,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,58.82353
519,Iraq,IRQ,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,82.89909
520,Iraq,IRQ,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,82.89909
521,Iraq,IRQ,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,52.94118
522,Ireland,IRL,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,89.44724
523,Ireland,IRL,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,88.23529
524,Ireland,IRL,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,88.23529
525,Ireland,IRL,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,89.44724
526,Ireland,IRL,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.93261
527,Ireland,IRL,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.93261
528,Israel,ISR,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,89.44724
529,Israel,ISR,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,88.23529
530,Israel,ISR,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,88.23529
531,Israel,ISR,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,98.64914
532,Israel,ISR,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,98.64914
533,Israel,ISR,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,89.44724
534,Italy,ITA,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,89.44724
535,Italy,ITA,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,93.08359
536,Italy,ITA,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,93.08359
537,Italy,ITA,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,64.70588
538,Italy,ITA,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,64.70588
539,Italy,ITA,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,89.44724
540,Jamaica,JAM,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,97.48744
541,Jamaica,JAM,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,97.48744
542,Jamaica,JAM,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,94.11765
543,Jamaica,JAM,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,97.88634
544,Jamaica,JAM,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,97.88634
545,Jamaica,JAM,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,94.11765
546,Japan,JPN,Starting a business: Cost - Women (% of income per capita) - Score,Osaka,OSA,IC.REG.COST.PC.FE.ZS.DRFN,96.2729
547,Japan,JPN,Starting a business: Time - Men (days) - Score,Tokyo,TOK,IC.REG.DURS.MA.DY.DFRN,88.94472
548,Japan,JPN,Starting a business: Time - Women (days)- Score,Tokyo,TOK,IC.REG.DURS.FE.DY.DRFN,88.94472
549,Japan,JPN,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,96.2729
550,Japan,JPN,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,96.2729
551,Japan,JPN,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,58.82353
552,Japan,JPN,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,58.82353
553,Japan,JPN,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,89.29648
554,Japan,JPN,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,89.29648
555,Japan,JPN,Starting a business: Procedures required - Women (number) - Score,Tokyo,TOK,IC.REG.PROC.FE.NO.DFRN,58.82353
556,Japan,JPN,Starting a business: Cost - Men (% of income per capita) - Score,Osaka,OSA,IC.REG.COST.PC.MA.ZS.DFRN,96.2729
557,Japan,JPN,Starting a business: Procedures required - Men (number) - Score,Osaka,OSA,IC.REG.PROC.MA.NO.DFRN,58.82353
558,Japan,JPN,Starting a business: Procedures required - Men (number) - Score,Tokyo,TOK,IC.REG.PROC.MA.NO.DFRN,58.82353
559,Japan,JPN,Starting a business: Procedures required - Women (number) - Score,Osaka,OSA,IC.REG.PROC.FE.NO.DFRN,58.82353
560,Japan,JPN,Starting a business: Time - Men (days) - Score,Osaka,OSA,IC.REG.DURS.MA.DY.DFRN,89.94975
561,Japan,JPN,Starting a business: Cost - Women (% of income per capita) - Score,Tokyo,TOK,IC.REG.COST.PC.FE.ZS.DRFN,96.2729
562,Japan,JPN,Starting a business: Time - Women (days)- Score,Osaka,OSA,IC.REG.DURS.FE.DY.DRFN,89.94975
563,Japan,JPN,Starting a business: Cost - Men (% of income per capita) - Score,Tokyo,TOK,IC.REG.COST.PC.MA.ZS.DFRN,96.2729
564,Jordan,JOR,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,64.70588
565,Jordan,JOR,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,88.44221
566,Jordan,JOR,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,58.82353
567,Jordan,JOR,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,87.43719
568,Jordan,JOR,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,88.32925
569,Jordan,JOR,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,88.32925
570,Kazakhstan,KAZ,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.88394
571,Kazakhstan,KAZ,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.88394
572,Kazakhstan,KAZ,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,82.35294
573,Kazakhstan,KAZ,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,95.47739
574,Kazakhstan,KAZ,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,95.47739
575,Kazakhstan,KAZ,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,82.35294
576,Kenya,KEN,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,88.82361
577,Kenya,KEN,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,88.82361
578,Kenya,KEN,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,64.70588
579,Kenya,KEN,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,64.70588
580,Kenya,KEN,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,77.38693
581,Kenya,KEN,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,77.38693
582,Kiribati,KIR,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,69.34673
583,Kiribati,KIR,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,82.53518
584,Kiribati,KIR,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,82.53518
585,Kiribati,KIR,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,64.70588
586,Kiribati,KIR,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,64.70588
587,Kiribati,KIR,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,69.34673
588,Korea,KOR,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,92.46231
589,Korea,KOR,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,92.72462
590,Korea,KOR,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,92.72462
591,Korea,KOR,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,92.46231
592,Korea,KOR,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,88.23529
593,Korea,KOR,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,88.23529
594,Kosovo,XKX,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,88.23529
595,Kosovo,XKX,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,88.23529
596,Kosovo,XKX,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,95.9799
597,Kosovo,XKX,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.32343
598,Kosovo,XKX,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.32343
599,Kosovo,XKX,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,95.9799
600,Kuwait,KWT,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.15378
601,Kuwait,KWT,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.15378
602,Kuwait,KWT,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,76.47059
603,Kuwait,KWT,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,70.58824
604,Kuwait,KWT,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,81.40704
605,Kuwait,KWT,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,80.40201
606,Kyrgyz Republic,KGZ,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,82.35294
607,Kyrgyz Republic,KGZ,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,90.45226
608,Kyrgyz Republic,KGZ,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.29068
609,Kyrgyz Republic,KGZ,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.29068
610,Kyrgyz Republic,KGZ,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,82.35294
611,Kyrgyz Republic,KGZ,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,90.45226
612,Lao PDR,LAO,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,0.0
613,Lao PDR,LAO,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,0.0
614,Lao PDR,LAO,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,52.94118
615,Lao PDR,LAO,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,97.72431
616,Lao PDR,LAO,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,97.72431
617,Lao PDR,LAO,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,52.94118
618,Latvia,LVA,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,94.97487
619,Latvia,LVA,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.22578
620,Latvia,LVA,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.22578
621,Latvia,LVA,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,94.97487
622,Latvia,LVA,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,82.35294
623,Latvia,LVA,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,82.35294
624,Lebanon,LBN,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,85.42714
625,Lebanon,LBN,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,85.42714
626,Lebanon,LBN,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,78.84145
627,Lebanon,LBN,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,58.82353
628,Lebanon,LBN,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,78.84145
629,Lebanon,LBN,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,58.82353
630,Lesotho,LSO,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,96.95665
631,Lesotho,LSO,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,96.95665
632,Lesotho,LSO,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,70.58824
633,Lesotho,LSO,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,70.58824
634,Lesotho,LSO,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,85.42714
635,Lesotho,LSO,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,85.42714
636,Liberia,LBR,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,96.87196
637,Liberia,LBR,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,96.87196
638,Liberia,LBR,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,76.47059
639,Liberia,LBR,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,82.41206
640,Liberia,LBR,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,76.47059
641,Liberia,LBR,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,82.41206
642,Libya,LBY,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,87.69435
643,Libya,LBY,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,87.69435
644,Libya,LBY,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,47.05882
645,Libya,LBY,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,47.05882
646,Libya,LBY,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,65.32663
647,Libya,LBY,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,65.32663
648,Liechtenstein,LIE,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,54.27136
649,Liechtenstein,LIE,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,98.87924
650,Liechtenstein,LIE,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,98.87924
651,Liechtenstein,LIE,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,54.27136
652,Liechtenstein,LIE,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,47.05882
653,Liechtenstein,LIE,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,47.05882
654,Lithuania,LTU,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,94.97487
655,Lithuania,LTU,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,94.97487
656,Lithuania,LTU,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,82.35294
657,Lithuania,LTU,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,82.35294
658,Lithuania,LTU,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.76323
659,Lithuania,LTU,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.76323
660,Luxembourg,LUX,Starting a business: Cost - Men (% of income per capita) - Score,,,IC.REG.COST.PC.MA.ZS.DFRN,99.20759
661,Luxembourg,LUX,Starting a business: Cost - Women (% of income per capita) - Score,,,IC.REG.COST.PC.FE.ZS.DRFN,99.20759
662,Luxembourg,LUX,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,76.47059
663,Luxembourg,LUX,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,76.47059
664,Luxembourg,LUX,Starting a business: Time - Men (days) - Score,,,IC.REG.DURS.MA.DY.DFRN,83.9196
665,Luxembourg,LUX,Starting a business: Time - Women (days)- Score,,,IC.REG.DURS.FE.DY.DRFN,83.9196
666,Madagascar,MDG,Starting a business: Procedures required - Women (number) - Score,,,IC.REG.PROC.FE.NO.DFRN,76.47059
667,Madagascar,MDG,Starting a business: Procedures required - Men (number) - Score,,,IC.REG.PROC.MA.NO.DFRN,76.47059
